site,theme,subtheme,id,title,data_as_of,data_source,link_csv,link_parquet,has_editions,description
open.dosm.gov.my,Metadata,Site Metrics,usage_metrics,Daily Usage Metrics for data.gov.my,2026-08-13 23:59,JDN; KD,https://storage.data.gov.my/metrics/metrics_agg.csv,https://storage.data.gov.my/metrics/metrics_agg.parquet,no,"Total views, OpenAPI hits, and downloads for data.gov.my"
open.dosm.gov.my,Metadata,Site Metrics,usage_metrics_openapi,Daily OpenAPI Hits by Endpoint,2026-08-13 23:59,JDN; KD,https://storage.data.gov.my/metrics/metrics_openapi.csv,https://storage.data.gov.my/metrics/metrics_openapi.parquet,no,"Daily GET requests made to api.data.gov.my, disaggregated by endpoint."
open.dosm.gov.my,Metadata,Site Metrics,usage_metrics_openapi_cumul,Cumulative OpenAPI Hits by Endpoint,2026-08-13 23:59,JDN; KD,https://storage.data.gov.my/metrics/metrics_openapi_cumul.csv,https://storage.data.gov.my/metrics/metrics_openapi_cumul.parquet,no,"Total GET requests made to api.data.gov.my, disaggregated by endpoint."
open.dosm.gov.my,Metadata,Site Content,arc_dosm,DOSM's Advance Release Calendar,2026-08-16 08:00,DOSM,https://storage.dosm.gov.my/meta/arc.csv,https://storage.dosm.gov.my/meta/arc.parquet,no,Release date and metadata for all DOSM's publications in 2026.
data.gov.my,Demography,Population,population_malaysia,Population Table: Malaysia,2026,DOSM,https://storage.dosm.gov.my/population/population_malaysia.csv,https://storage.dosm.gov.my/population/population_malaysia.parquet,no,"Population at national level from 1970 to 2026, by sex, age group and ethnicity. The preview table shows data for the latest year only, but you may download the data in full."
data.gov.my,Demography,Population,population_state,Population Table: States,2026,DOSM,https://storage.dosm.gov.my/population/population_state.csv,https://storage.dosm.gov.my/population/population_state.parquet,no,"Population at state level from 1970 to 2026, by sex, age group and ethnicity. The preview table shows data for the latest year only, but you may download the data in full."
data.gov.my,Demography,Population,population_district,Population Table: Administrative Districts,2025,DOSM,https://storage.dosm.gov.my/population/population_district.csv,https://storage.dosm.gov.my/population/population_district.parquet,no,"Population at district level from 2020 to 2024, by sex, age group and ethnicity. The preview table shows data for the latest year only, but you may download the data in full."
data.gov.my,Demography,Population,population_parlimen,Population Table: Parliamentary Constituencies,2024,DOSM,https://storage.dosm.gov.my/population/population_parlimen.csv,https://storage.dosm.gov.my/population/population_parlimen.parquet,no,"Population at parliamentary constituency level from 2020 to 2022, with breakdowns by sex and nationality. The preview table shows data for the latest year only, but you may download the data in full."
data.gov.my,Demography,Population,population_dun,Population Table: State Legislative Assemblies (DUNs),2024,DOSM,https://storage.dosm.gov.my/population/population_dun.csv,https://storage.dosm.gov.my/population/population_dun.parquet,no,"Population at state legislative assembly (DUN) level from 2020 to 2022, with breakdowns by sex and nationality. The preview table shows data for the latest year only, but you may download the data in full."
data.gov.my,Demography,Births,births,Daily Live Births,2023-07-31 23:59,JPN,https://storage.data.gov.my/demography/births.csv,https://storage.data.gov.my/demography/births.parquet,no,"Number of people born daily in Malaysia, based on registrations with JPN from 1920 to the present."
data.gov.my,Demography,Births,births_annual,Annual Live Births,2024,JPN; DOSM,https://storage.dosm.gov.my/demography/birth.csv,https://storage.dosm.gov.my/demography/birth.parquet,no,Annual number of births with signs of life upon delivery.
data.gov.my,Demography,Births,births_annual_state,Annual Live Births by State,2024,JPN; DOSM,https://storage.dosm.gov.my/demography/birth_state.csv,https://storage.dosm.gov.my/demography/birth_state.parquet,no,"Annual number of births with signs of life upon delivery, by state."
data.gov.my,Demography,Births,births_annual_sex_ethnic,Annual Live Births by Sex & Ethnicity,2024,JPN; DOSM,https://storage.dosm.gov.my/demography/birth_sex_ethnic.csv,https://storage.dosm.gov.my/demography/birth_sex_ethnic.parquet,no,"Annual number of births with signs of life upon delivery, with breakdowns by sex and ethnic group."
data.gov.my,Demography,Births,births_annual_sex_ethnic_state,"Annual Live Births by State, Sex, & Ethnicity",2024,JPN; DOSM,https://storage.dosm.gov.my/demography/birth_sex_ethnic_state.csv,https://storage.dosm.gov.my/demography/birth_sex_ethnic_state.parquet,no,"Annual number of births with signs of life upon delivery, with breakdowns by sex, ethnic group and state."
data.gov.my,Demography,Births,births_district_sex,Annual Live Births by District & Sex,2024,JPN; DOSM,https://storage.dosm.gov.my/demography/birth_district_sex.csv,https://storage.dosm.gov.my/demography/birth_district_sex.parquet,no,"Annual number of births with signs of life upon delivery, by district and sex."
data.gov.my,Demography,Births,stillbirths,Annual Stillbirths,2024,MOH; DOSM,https://storage.dosm.gov.my/demography/stillbirth.csv,https://storage.dosm.gov.my/demography/stillbirth.parquet,no,Annual number of stillbirths recorded by the Ministry of Health.
data.gov.my,Demography,Births,stillbirths_state,Annual Stillbirths by State,2024,MOH; DOSM,https://storage.dosm.gov.my/demography/stillbirth_state.csv,https://storage.dosm.gov.my/demography/stillbirth_state.parquet,no,"Annual number of stillbirths recorded by the Ministry of Health, by state."
data.gov.my,Demography,Deaths,deaths,Annual Deaths,2024,JPN; DOSM,https://storage.dosm.gov.my/demography/death.csv,https://storage.dosm.gov.my/demography/death.parquet,no,Annual number of deaths registered with JPN.
data.gov.my,Demography,Deaths,deaths_state,Annual Deaths by State,2024,JPN; DOSM,https://storage.dosm.gov.my/demography/death_state.csv,https://storage.dosm.gov.my/demography/death_state.parquet,no,"Annual number of deaths registered with JPN, by state."
data.gov.my,Demography,Deaths,deaths_sex_ethnic,Annual Deaths by Sex & Ethnicity,2024,JPN; DOSM,https://storage.dosm.gov.my/demography/death_sex_ethnic.csv,https://storage.dosm.gov.my/demography/death_sex_ethnic.parquet,no,"Annual number of deaths, with breakdowns by sex and ethnic group."
data.gov.my,Demography,Deaths,deaths_sex_ethnic_state,"Annual Deaths by State, Sex, & Ethnicity",2024,JPN; DOSM,https://storage.dosm.gov.my/demography/death_sex_ethnic_state.csv,https://storage.dosm.gov.my/demography/death_sex_ethnic_state.parquet,no,"Annual number of deaths, with breakdowns by sex, ethnic group and state."
data.gov.my,Demography,Deaths,deaths_district_sex,Annual Deaths by District & Sex,2024,JPN; DOSM,https://storage.dosm.gov.my/demography/death_district_sex.csv,https://storage.dosm.gov.my/demography/death_district_sex.parquet,no,Annual number and rate of deaths by administrative district and sex.
data.gov.my,Demography,Deaths,deaths_early_childhood,Annual Early Childhood Deaths,2024,JPN; DOSM,https://storage.dosm.gov.my/demography/deaths_early_childhood.csv,https://storage.dosm.gov.my/demography/deaths_early_childhood.parquet,no,"Annual number of deaths aged less than 5 year old, broken down into perinatal, neonatal, infant and toddler deaths."
data.gov.my,Demography,Deaths,deaths_early_childhood_sex,Annual Early Childhood Deaths by Sex,2024,JPN; DOSM,https://storage.dosm.gov.my/demography/deaths_early_childhood_sex.csv,https://storage.dosm.gov.my/demography/deaths_early_childhood_sex.parquet,no,"Annual number of deaths aged less than 5 year old by sex, broken down into neonatal and infant deaths."
data.gov.my,Demography,Deaths,deaths_early_childhood_state,Annual Early Childhood Deaths by State,2024,JPN; DOSM,https://storage.dosm.gov.my/demography/deaths_early_childhood_state.csv,https://storage.dosm.gov.my/demography/deaths_early_childhood_state.parquet,no,"Annual number of deaths aged less than 5 year old by state, broken down into perinatal, neonatal, infant and toddler deaths."
data.gov.my,Demography,Deaths,deaths_early_childhood_state_sex,Annual Early Childhood Deaths by State & Sex,2024,JPN; DOSM,https://storage.dosm.gov.my/demography/deaths_early_childhood_state_sex.csv,https://storage.dosm.gov.my/demography/deaths_early_childhood_state_sex.parquet,no,"Annual number of deaths aged less than 5 year old by state and sex, broken down into neonatal and infant deaths."
data.gov.my,Demography,Deaths,deaths_maternal,Annual Maternal Deaths,2024,JPN; DOSM,https://storage.dosm.gov.my/demography/death_maternal.csv,https://storage.dosm.gov.my/demography/death_maternal.parquet,no,Annual number of deaths of women during pregnancy or childbirth.
data.gov.my,Demography,Deaths,deaths_maternal_state,Annual Maternal Deaths by State,2024,JPN; DOSM,https://storage.dosm.gov.my/demography/death_maternal_state.csv,https://storage.dosm.gov.my/demography/death_maternal_state.parquet,no,"Annual number of deaths of women during pregnancy or childbirth, by state."
data.gov.my,Demography,Marriage,marriages,Annual Marriages,2022-12-31 23:59,DOSM,https://storage.dosm.gov.my/demography/marriages.csv,https://storage.dosm.gov.my/demography/marriages.parquet,no,"Number of marriages registered annually in Malaysia, including marriage rates per 1,000 unmarried population."
data.gov.my,Demography,Marriage,marriages_age,Annual Marriage by Age Group,2022-12-31 23:59,DOSM,https://storage.dosm.gov.my/demography/marriages_age.csv,https://storage.dosm.gov.my/demography/marriages_age.parquet,no,"Number of marriages registered annually in Malaysia by age group, including marriage rates per 1,000 unmarried population."
data.gov.my,Demography,Marriage,marriages_state,Annual Marriages by State,2022-12-31 23:59,DOSM,https://storage.dosm.gov.my/demography/marriages_state.csv,https://storage.dosm.gov.my/demography/marriages_state.parquet,no,"Number of marriages registered annually by state of residence, including marriage rates per 1,000 unmarried population."
data.gov.my,Demography,Marriage,marriages_state_age,Annual Marriage by State & Age Group,2022-12-31 23:59,DOSM,https://storage.dosm.gov.my/demography/marriages_state_age.csv,https://storage.dosm.gov.my/demography/marriages_state_age.parquet,no,"Number of marriages registered annually by state and age group, including marriage rates per 1,000 unmarried population."
data.gov.my,Demography,Fertility,fertility,TFR and ASFR,2024,DOSM,https://storage.dosm.gov.my/demography/fertility.csv,https://storage.dosm.gov.my/demography/fertility.parquet,no,Total fertility rate (TFR) and age-specific fertility rates (ASFR) from 1958 to the present at national level.
data.gov.my,Demography,Fertility,fertility_state,TFR and ASFR by State,2024,DOSM,https://storage.dosm.gov.my/demography/fertility_state.csv,https://storage.dosm.gov.my/demography/fertility_state.parquet,no,Total fertility rate (TFR) and age-specific fertility rates (ASFR) by state.
data.gov.my,Demography,Migration,arrivals,Monthly Arrivals by Nationality & Sex,2024-10-31 23:59,Imigresen,https://storage.data.gov.my/demography/arrivals.csv,https://storage.data.gov.my/demography/arrivals.parquet,no,Monthly foreign arrivals in Malaysia by nationality and sex.
data.gov.my,Demography,Migration,arrivals_soe,"Monthly Arrivals by State of Entry, Nationality & Sex",2024-10-31 23:59,Imigresen,https://storage.data.gov.my/demography/arrivals_soe.csv,https://storage.data.gov.my/demography/arrivals_soe.parquet,no,"Monthly foreign arrivals in Malaysia by state of entry, nationality and sex. The table shows a preview of the full dataset using the latest month of data only."
data.gov.my,Demography,Migration,passports,Monthly Passport Issuances by State and Branch,2024-10-31 23:59,Imigresen,https://storage.data.gov.my/demography/passports.csv,https://storage.data.gov.my/demography/passports.parquet,no,Monthly issuances of Malaysian passports by state and office.
data.gov.my,Households,Profile,hh_profile,Number of Households and Living Quarters,2024,DOSM,https://storage.dosm.gov.my/demography/hh_lq.csv,https://storage.dosm.gov.my/demography/hh_lq.parquet,no,Number of households and living quarters in Malaysia from 1970 to 2024.
data.gov.my,Households,Profile,hh_profile_state,Number of Households and Living Quarters by State,2024,DOSM,https://storage.dosm.gov.my/demography/hh_lq_state.csv,https://storage.dosm.gov.my/demography/hh_lq_state.parquet,no,Number of households and living quarters by state from 1970 to 2024.
data.gov.my,Households,Income,hh_income,Household Income,2024,DOSM,https://storage.dosm.gov.my/hies/hh_income.csv,https://storage.dosm.gov.my/hies/hh_income.parquet,no,Mean and median monthly gross household income in Malaysia from 1970 to 2024.
data.gov.my,Households,Income,hies_malaysia_percentile,Household Income by Percentile,2024,DOSM,https://storage.dosm.gov.my/hies/hies_malaysia_percentile.csv,https://storage.dosm.gov.my/hies/hies_malaysia_percentile.parquet,no,Percentile-resolution household income data at national level.
data.gov.my,Households,Income,hh_income_state,Household Income by State,2024,DOSM,https://storage.dosm.gov.my/hies/hh_income_state.csv,https://storage.dosm.gov.my/hies/hh_income_state.parquet,no,Mean and median gross monthly household income by state from 1970 to 2024.
data.gov.my,Households,Income,hies_state_percentile,Household Income by State & Percentile,2024,DOSM,https://storage.dosm.gov.my/hies/hies_state_percentile.csv,https://storage.dosm.gov.my/hies/hies_state_percentile.parquet,no,Percentile-resolution household income data at state level.
data.gov.my,Households,Income,hh_income_district,Household Income by Administrative District,2024,DOSM,https://storage.dosm.gov.my/hies/hh_income_district.csv,https://storage.dosm.gov.my/hies/hh_income_district.parquet,no,Mean and median gross monthly household income by administrative district from 2019 to 2024.
data.gov.my,Households,Income,hh_income_parlimen,Household Income by Parliament,2024,DOSM,https://storage.dosm.gov.my/hies/hh_income_parlimen.csv,https://storage.dosm.gov.my/hies/hh_income_parlimen.parquet,no,Mean and median gross monthly household income by parliamentary constituency from 2019 to 2024.
data.gov.my,Households,Income,hh_income_dun,Household Income by DUN,2024,DOSM,https://storage.dosm.gov.my/hies/hh_income_dun.csv,https://storage.dosm.gov.my/hies/hh_income_dun.parquet,no,Mean and median gross monthly household income by DUN constituency from 2019 to 2024.
data.gov.my,Households,Poverty,hh_poverty,Poverty,2024,DOSM,https://storage.dosm.gov.my/hies/hh_poverty.csv,https://storage.dosm.gov.my/hies/hh_poverty.parquet,no,Poverty rates in Malaysia from 1970 to 2024.
data.gov.my,Households,Poverty,hh_poverty_state,Poverty by State,2024,DOSM,https://storage.dosm.gov.my/hies/hh_poverty_state.csv,https://storage.dosm.gov.my/hies/hh_poverty_state.parquet,no,Poverty rates by state from 1970 to 2024.
data.gov.my,Households,Poverty,hh_poverty_district,Poverty by Administrative District,2024,DOSM,https://storage.dosm.gov.my/hies/hh_poverty_district.csv,https://storage.dosm.gov.my/hies/hh_poverty_district.parquet,no,Poverty rates by administrative district from 2019 to 2024.
data.gov.my,Households,Poverty,hh_poverty_parlimen,Poverty by Parliament,2024,DOSM,https://storage.dosm.gov.my/hies/hh_poverty_parlimen.csv,https://storage.dosm.gov.my/hies/hh_poverty_parlimen.parquet,no,Poverty rates by parliamentary constituency from 2019 to 2024.
data.gov.my,Households,Poverty,hh_poverty_dun,Poverty by DUN,2024,DOSM,https://storage.dosm.gov.my/hies/hh_poverty_dun.csv,https://storage.dosm.gov.my/hies/hh_poverty_dun.parquet,no,Poverty rates by DUN constituency from 2019 to 2024.
data.gov.my,Households,Inequality,hh_inequality,Income Inequality,2024,DOSM,https://storage.dosm.gov.my/hies/hh_inequality.csv,https://storage.dosm.gov.my/hies/hh_inequality.parquet,no,Gini coefficient for Malaysia from 1970 to 2024.
data.gov.my,Households,Inequality,hh_inequality_state,Income Inequality by State,2024,DOSM,https://storage.dosm.gov.my/hies/hh_inequality_state.csv,https://storage.dosm.gov.my/hies/hh_inequality_state.parquet,no,Gini coefficient by state from 1974 to 2024.
data.gov.my,Households,Inequality,hh_inequality_district,Income Inequality by District,2024,DOSM,https://storage.dosm.gov.my/hies/hh_inequality_district.csv,https://storage.dosm.gov.my/hies/hh_inequality_district.parquet,no,Gini coefficient by administrative district from 2019 to 2024.
data.gov.my,Households,Inequality,hh_inequality_parlimen,Income Inequality by Parliament,2024,DOSM,https://storage.dosm.gov.my/hies/hh_inequality_parlimen.csv,https://storage.dosm.gov.my/hies/hh_inequality_parlimen.parquet,no,Gini coefficient by parliamentary constituency from 2019 to 2024.
data.gov.my,Households,Inequality,hh_inequality_dun,Income Inequality by DUN,2024,DOSM,https://storage.dosm.gov.my/hies/hh_inequality_dun.csv,https://storage.dosm.gov.my/hies/hh_inequality_dun.parquet,no,Gini coefficient at DUN constituency level from 2019 to 2024.
data.gov.my,Households,Expenditure,hies_state,Household Income and Expenditure: States,2024,DOSM,https://storage.dosm.gov.my/hies/hies_state.csv,https://storage.dosm.gov.my/hies/hies_state.parquet,no,"This dataset tabulates household-level income, expenditure, poverty, and income inequality at state level. It is based on the Household Income & Expenditure Surveys (HIES) carried in 2022."
data.gov.my,Households,Expenditure,hies_district,Household Income and Expenditure: Administrative Districts,2024,DOSM,https://storage.dosm.gov.my/hies/hies_district.csv,https://storage.dosm.gov.my/hies/hies_district.parquet,no,"This dataset tabulates household-level income, expenditure, poverty, and income inequality at administrative district level. It is based on the Household Income & Expenditure Surveys (HIES) carried in 2022."
data.gov.my,Households,Expenditure,hh_expenditure_parlimen,Household Expenditure by Parliament,2024,DOSM,https://storage.dosm.gov.my/hies/hh_expenditure_parlimen.csv,https://storage.dosm.gov.my/hies/hh_expenditure_parlimen.parquet,no,Mean gross monthly household expenditure by parliamentary constituency from 2019 to 2024.
data.gov.my,Households,Expenditure,hh_expenditure_dun,Household Expenditure by DUN,2024,DOSM,https://storage.dosm.gov.my/hies/hh_expenditure_dun.csv,https://storage.dosm.gov.my/hies/hh_expenditure_dun.parquet,no,Mean gross monthly household expenditure by DUN constituency from 2019 to 2024.
data.gov.my,Households,Basic Amenities,hh_access_amenities,Access to Basic Amenities by State & District,2024,DOSM,https://storage.dosm.gov.my/hies/hh_access_amenities.csv,https://storage.dosm.gov.my/hies/hh_access_amenities.parquet,no,"Proportion of households with access to basic amenities such as electricity, piped water, and sanitary latrines by state and district."
data.gov.my,National Accounts,Gross Domestic Product,gdp_gni_annual_nominal,Annual Nominal GDP & GNI: 1947 to Present,2025,DOSM,https://storage.dosm.gov.my/gdp/gdp_gni_annual_nominal.csv,https://storage.dosm.gov.my/gdp/gdp_gni_annual_nominal.parquet,no,"Long time series of annual nominal gross domestic product (GDP) and gross national income (GNI), including per capita values."
data.gov.my,National Accounts,Gross Domestic Product,gdp_gni_annual_real,Annual Real GDP & GNI: 1970 to Present,2025,DOSM,https://storage.dosm.gov.my/gdp/gdp_gni_annual_real.csv,https://storage.dosm.gov.my/gdp/gdp_gni_annual_real.parquet,no,"Long time series of annual real gross domestic product (GDP) and gross national income (GNI), including per capita values."
data.gov.my,National Accounts,Gross Domestic Product,gdp_annual_nominal_supply,Annual Nominal GDP by Economic Sector,2025,DOSM,https://storage.dosm.gov.my/gdp/gdp_annual_nominal_supply.csv,https://storage.dosm.gov.my/gdp/gdp_annual_nominal_supply.parquet,no,Annual gross domestic product (GDP) at current prices for the 5 main economic sectors.
data.gov.my,National Accounts,Gross Domestic Product,gdp_annual_nominal_supply_granular,Annual Nominal GDP by Economic Subsector,2025,DOSM,https://storage.dosm.gov.my/gdp/gdp_annual_nominal_supply_sub.csv,https://storage.dosm.gov.my/gdp/gdp_annual_nominal_supply_sub.parquet,no,Annual gross domestic product (GDP) at current prices by economic subsector. The table provides a preview of the full dataset using the latest year's data only.
data.gov.my,National Accounts,Gross Domestic Product,gdp_annual_nominal_demand,Annual Nominal GDP by Expenditure Type,2025,DOSM,https://storage.dosm.gov.my/gdp/gdp_annual_nominal_demand.csv,https://storage.dosm.gov.my/gdp/gdp_annual_nominal_demand.parquet,no,"Annual gross domestic product (GDP) at current prices, by expenditure type."
data.gov.my,National Accounts,Gross Domestic Product,gdp_annual_nominal_demand_granular,Annual Nominal GDP by Expenditure Subtype,2025,DOSM,https://storage.dosm.gov.my/gdp/gdp_annual_nominal_demand_sub.csv,https://storage.dosm.gov.my/gdp/gdp_annual_nominal_demand_sub.parquet,no,"Annual gross domestic product (GDP) at current prices, by expenditure type and subtype. The table provides a preview of the full dataset using the latest year's data only."
data.gov.my,National Accounts,Gross Domestic Product,gdp_annual_nominal_income,Annual Nominal GDP by Income Component,2024,DOSM,https://storage.dosm.gov.my/gdp/gdp_annual_nominal_income.csv,https://storage.dosm.gov.my/gdp/gdp_annual_nominal_income.parquet,no,"Annual gross domestic product (GDP) at current prices, by income component."
data.gov.my,National Accounts,Gross Domestic Product,gdp_annual_real_supply,Annual Real GDP by Economic Sector,2025,DOSM,https://storage.dosm.gov.my/gdp/gdp_annual_real_supply.csv,https://storage.dosm.gov.my/gdp/gdp_annual_real_supply.parquet,no,Annual gross domestic product (GDP) at constant 2015 prices for the 5 main economic sectors.
data.gov.my,National Accounts,Gross Domestic Product,gdp_annual_real_supply_granular,Annual Real GDP by Economic Subsector,2025,DOSM,https://storage.dosm.gov.my/gdp/gdp_annual_real_supply_sub.csv,https://storage.dosm.gov.my/gdp/gdp_annual_real_supply_sub.parquet,no,Annual gross domestic product (GDP) at constant 2015 prices by economic subsector. The table provides a preview of the full dataset using the latest year's data only.
data.gov.my,National Accounts,Gross Domestic Product,gdp_annual_real_demand,Annual Real GDP by Expenditure Type,2025,DOSM,https://storage.dosm.gov.my/gdp/gdp_annual_real_demand.csv,https://storage.dosm.gov.my/gdp/gdp_annual_real_demand.parquet,no,"Annual gross domestic product (GDP) at constant 2015 prices, by expenditure type."
data.gov.my,National Accounts,Gross Domestic Product,gdp_annual_real_demand_granular,Annual Real GDP by Expenditure Subtype,2025,DOSM,https://storage.dosm.gov.my/gdp/gdp_annual_real_demand_sub.csv,https://storage.dosm.gov.my/gdp/gdp_annual_real_demand_sub.parquet,no,"Annual gross domestic product (GDP) at constant 2015 prices, by expenditure type and subtype. The table provides a preview of the full dataset using the latest year's data only."
data.gov.my,National Accounts,Gross Domestic Product,gdp_qtr_nominal,Quarterly Nominal GDP,2026-Q1,DOSM,https://storage.dosm.gov.my/gdp/gdp_qtr_nominal.csv,https://storage.dosm.gov.my/gdp/gdp_qtr_nominal.parquet,no,Quarterly gross domestic product (GDP) at current prices.
data.gov.my,National Accounts,Gross Domestic Product,gdp_qtr_nominal_supply,Quarterly Nominal GDP by Economic Sector,2026-Q1,DOSM,https://storage.dosm.gov.my/gdp/gdp_qtr_nominal_supply.csv,https://storage.dosm.gov.my/gdp/gdp_qtr_nominal_supply.parquet,no,Quarterly gross domestic product (GDP) at current prices for the 5 main economic sectors.
data.gov.my,National Accounts,Gross Domestic Product,gdp_qtr_nominal_supply_granular,Quarterly Nominal GDP by Economic Subsector,2026-Q1,DOSM,https://storage.dosm.gov.my/gdp/gdp_qtr_nominal_supply_sub.csv,https://storage.dosm.gov.my/gdp/gdp_qtr_nominal_supply_sub.parquet,no,Quarterly gross domestic product (GDP) at current prices by economic subsector. The table provides a preview of the full dataset using the latest year's data only.
data.gov.my,National Accounts,Gross Domestic Product,gdp_qtr_nominal_demand,Quarterly Nominal GDP by Expenditure Type,2026-Q1,DOSM,https://storage.dosm.gov.my/gdp/gdp_qtr_nominal_demand.csv,https://storage.dosm.gov.my/gdp/gdp_qtr_nominal_demand.parquet,no,"Quarterly gross domestic product (GDP) at current prices, by expenditure type."
data.gov.my,National Accounts,Gross Domestic Product,gdp_qtr_nominal_demand_granular,Quarterly Nominal GDP by Expenditure Subtype,2026-Q1,DOSM,https://storage.dosm.gov.my/gdp/gdp_qtr_nominal_demand_sub.csv,https://storage.dosm.gov.my/gdp/gdp_qtr_nominal_demand_sub.parquet,no,"Quarterly gross domestic product (GDP) at current prices, by expenditure type and subtype. The table provides a preview of the full dataset using the latest year's data only."
data.gov.my,National Accounts,Gross Domestic Product,gdp_qtr_real,Quarterly Real GDP,2026-Q1,DOSM,https://storage.dosm.gov.my/gdp/gdp_qtr_real.csv,https://storage.dosm.gov.my/gdp/gdp_qtr_real.parquet,no,Quarterly gross domestic product (GDP) at constant 2015 prices.
data.gov.my,National Accounts,Gross Domestic Product,gdp_qtr_real_supply,Quarterly Real GDP by Economic Sector,2026-Q1,DOSM,https://storage.dosm.gov.my/gdp/gdp_qtr_real_supply.csv,https://storage.dosm.gov.my/gdp/gdp_qtr_real_supply.parquet,no,Quarterly gross domestic product (GDP) at constant 2015 prices for the 5 main economic sectors.
data.gov.my,National Accounts,Gross Domestic Product,gdp_qtr_real_supply_granular,Quarterly Real GDP by Economic Subsector,2026-Q1,DOSM,https://storage.dosm.gov.my/gdp/gdp_qtr_real_supply_sub.csv,https://storage.dosm.gov.my/gdp/gdp_qtr_real_supply_sub.parquet,no,Quarterly gross domestic product (GDP) at constant 2015 prices by economic subsector. The table provides a preview of the full dataset using the latest year's data only.
data.gov.my,National Accounts,Gross Domestic Product,gdp_qtr_real_demand,Quarterly Real GDP by Expenditure Type,2026-Q1,DOSM,https://storage.dosm.gov.my/gdp/gdp_qtr_real_demand.csv,https://storage.dosm.gov.my/gdp/gdp_qtr_real_demand.parquet,no,"Quarterly gross domestic product (GDP) at constant 2015 prices, by expenditure type."
data.gov.my,National Accounts,Gross Domestic Product,gdp_qtr_real_demand_granular,Quarterly Real GDP by Expenditure Subtype,2026-Q1,DOSM,https://storage.dosm.gov.my/gdp/gdp_qtr_real_demand_sub.csv,https://storage.dosm.gov.my/gdp/gdp_qtr_real_demand_sub.parquet,no,"Quarterly gross domestic product (GDP) at constant 2015 prices, by expenditure type and subtype. The table provides a preview of the full dataset using the latest year's data only."
data.gov.my,National Accounts,Gross Domestic Product,gdp_qtr_real_sa,Quarterly Real GDP (Seasonally Adjusted),2026-Q1,DOSM,https://storage.dosm.gov.my/gdp/gdp_qtr_real_sa.csv,https://storage.dosm.gov.my/gdp/gdp_qtr_real_sa.parquet,no,Seasonally adjusted quarterly gross domestic product (GDP) at constant 2015 prices.
data.gov.my,National Accounts,Gross Domestic Product,gdp_qtr_real_sa_supply,Quarterly Real GDP (Seasonally Adjusted) by Economic Sector,2026-Q1,DOSM,https://storage.dosm.gov.my/gdp/gdp_qtr_real_sa_supply.csv,https://storage.dosm.gov.my/gdp/gdp_qtr_real_sa_supply.parquet,no,Seasonally adjusted quarterly gross domestic product (GDP) at constant 2015 prices for the 5 main economic sectors.
data.gov.my,National Accounts,Gross Domestic Product,gdp_qtr_real_sa_demand,Quarterly Real GDP (Seasonally Adjusted) by Expenditure Type,2026-Q1,DOSM,https://storage.dosm.gov.my/gdp/gdp_qtr_real_sa_demand.csv,https://storage.dosm.gov.my/gdp/gdp_qtr_real_sa_demand.parquet,no,"Seasonally adjusted quarterly gross domestic product (GDP) at constant 2015 prices, by expenditure type."
data.gov.my,National Accounts,Gross Domestic Product,gdp_state_real_supply,Annual Real GDP by State & Economic Sector,2025,DOSM,https://storage.dosm.gov.my/gdp/gdp_state_real_supply.csv,https://storage.dosm.gov.my/gdp/gdp_state_real_supply.parquet,no,Annual state-level gross domestic product (GDP) at constant 2015 prices for the 5 main economic sectors.
data.gov.my,National Accounts,Gross Domestic Product,gdp_district_real_supply,Annual Real GDP by District & Economic Sector,2020,DOSM,https://storage.dosm.gov.my/gdp/gdp_district_real_supply.csv,https://storage.dosm.gov.my/gdp/gdp_district_real_supply.parquet,no,Annual district-level gross domestic product (GDP) at constant 2015 prices for the 5 main economic sectors.
data.gov.my,National Accounts,Gross Domestic Product,gdp_lookup,Lookup Table: GDP,2024-Q1,DOSM,https://storage.dosm.gov.my/gdp/gdp_lookup.csv,https://storage.dosm.gov.my/gdp/gdp_lookup.parquet,no,"Lookup table, to be left-joined against other GDP datasets if specified."
data.gov.my,National Accounts,Balance of Payments,bop_balance,Balance of Key BOP Components,2026-Q2,DOSM,https://storage.dosm.gov.my/bop/bop_balance.csv,https://storage.dosm.gov.my/bop/bop_balance.parquet,no,Overall balance of the 4 main components of Malaysia's balance of payments (BOP).
data.gov.my,National Accounts,Balance of Payments,fdi_flows,Foreign Direct Investment (FDI) Flows,2025-Q3,DOSM,https://storage.dosm.gov.my/bop/fdi_flows.csv,https://storage.dosm.gov.my/bop/fdi_flows.parquet,no,"Inflows, outflows, and net flows of foreign direct investment (FDI) into Malaysia."
data.gov.my,Education,Education Infrastructure,schools_district,Public Education Institutions by District,2025,MOE,https://storage.data.gov.my/education/schools_district.csv,https://storage.data.gov.my/education/schools_district.parquet,no,"Number of primary, secondary, and tertiary public education institutions at national, state, and district level."
data.gov.my,Education,Education Infrastructure,teachers_district,Teachers in Government Schools by District,2025,MOE,https://storage.data.gov.my/education/teachers_district.csv,https://storage.data.gov.my/education/teachers_district.parquet,no,"Number of teachers in primary and secondary government schools at national, state, and district level."
data.gov.my,Education,Education Infrastructure,lecturers_uni,Lecturers in Public Universities by Citizenship & Sex,2023,MOHE,https://storage.data.gov.my/education/lecturers_uni.csv,https://storage.data.gov.my/education/lecturers_uni.parquet,no,"Number of lecturers in public universities at national and state level, broken down by citizenship and sex."
